,YEAR,CAMPUS,CNAME,MEETS,COURSE
654,22,57905035,IRMA RANGEL YOU,59.0,STAAR - 6th Math
656,22,57905043,T W BROWNE MIDD,13.0,STAAR - 6th Math
657,22,57905045,E B COMSTOCK MI,9.0,STAAR - 6th Math
658,22,57905046,YOUNG MEN'S LEA,26.0,STAAR - 6th Math
660,22,57905048,W H GASTON MIDD,23.0,STAAR - 6th Math
661,22,57905049,W E GREINER EXP,49.0,STAAR - 6th Math
664,22,57905052,PIEDMONT GLOBAL,21.0,STAAR - 6th Math
666,22,57905054,THOMAS C MARSH,25.0,STAAR - 6th Math
667,22,57905055,THOMAS J RUSK M,17.0,STAAR - 6th Math
668,22,57905056,EWELL D WALKER,25.0,STAAR - 6th Math
669,22,57905058,ALEX W SPENCE T,24.0,STAAR - 6th Math
670,22,57905059,L V STOCKARD MI,29.0,STAAR - 6th Math
671,22,57905060,BOUDE STOREY MI,20.0,STAAR - 6th Math
672,22,57905062,BILLY EARL DADE,19.0,STAAR - 6th Math
673,22,57905069,SEAGOVILLE MIDD,20.0,STAAR - 6th Math
676,22,57905073,HENRY W LONGFEL,68.0,STAAR - 6th Math
677,22,57905076,HAROLD WENDELL,24.0,STAAR - 6th Math
678,22,57905077,HECTOR P GARCIA,18.0,STAAR - 6th Math
679,22,57905083,SAM TASBY MIDDL,31.0,STAAR - 6th Math
684,22,57905107,JOSE 'JOE' MAY,18.0,STAAR - 6th Math
685,22,57905116,DAVID G BURNET,21.0,STAAR - 6th Math
692,22,57905173,JESUS MOROLES E,21.0,STAAR - 6th Math
695,22,57905194,K B POLK CENTER,31.0,STAAR - 6th Math
696,22,57905206,ALEX SANGER PRE,53.0,STAAR - 6th Math
697,22,57905211,STEVENS PARK EL,29.0,STAAR - 6th Math
700,22,57905224,WALNUT HILL EL,55.0,STAAR - 6th Math
705,22,57905271,JULIAN T SALDIV,36.0,STAAR - 6th Math
707,22,57905278,LEONIDES GONZAL,56.0,STAAR - 6th Math
708,22,57905306,SOLAR PREPARATO,52.0,STAAR - 6th Math
710,22,57905352,YOUNG WOMEN'S S,39.0,STAAR - 6th Math
711,22,57905353,ANN RICHARDS ST,28.0,STAAR - 6th Math
713,22,57905359,ROSEMONT UPPER,59.0,STAAR - 6th Math
714,22,57905360,D A HULCY STEAM,31.0,STAAR - 6th Math
715,22,57905362,IGNITE MIDDLE,18.0,STAAR - 6th Math
741,22,57910001,GRAND PRAIRIE F,49.0,STAAR - 6th Math
746,22,57910050,RONALD W REAGAN,38.0,STAAR - 6th Math
754,22,57912041,BOWIE MIDDLE,7.0,STAAR - 6th Math
764,22,57914042,VANSTON MIDDLE,45.0,STAAR - 6th Math
771,22,57914049,LANNY FRASIER M,34.0,STAAR - 6th Math
776,22,57916104,GREENWOOD HILLS,26.0,STAAR - 6th Math
786,22,57916114,STULTS ROAD EL,41.0,STAAR - 6th Math
795,22,57916124,SPRINGRIDGE EL,61.0,STAAR - 6th Math
797,22,57916126,SKYVIEW EL,24.0,STAAR - 6th Math
806,22,57916135,AIKIN EL,23.0,STAAR - 6th Math
809,22,57916143,FOREST LANE ACA,36.0,STAAR - 6th Math
810,22,57916144,AUDELIA CREEK E,17.0,STAAR - 6th Math
812,22,57916146,THURGOOD MARSHA,37.0,STAAR - 6th Math
1543,22,108807086,IDEA RISE COLLE,75.0,STAAR - 6th Math
1544,22,108807087,IDEA ACHIEVE CO,49.0,STAAR - 6th Math
1558,22,108807202,IDEA EDGECLIFF,50.0,STAAR - 6th Math
1562,22,108807206,IDEA SOUTHEAST,45.0,STAAR - 6th Math
2260,22,220901103,CROW LEADERSHIP,23.0,STAAR - 6th Math
2273,22,220901125,DUNN EL,38.0,STAAR - 6th Math
2306,22,220901165,MCNUTT EL,23.0,STAAR - 6th Math
2313,22,220902046,SMITHFIELD MIDD,76.0,STAAR - 6th Math
2325,22,220905048,JAMES MIDDLE,9.0,STAAR - 6th Math
2326,22,220905049,KIRKPATRICK MID,29.0,STAAR - 6th Math
2328,22,220905051,MEACHAM MIDDLE,15.0,STAAR - 6th Math
2329,22,220905052,MEADOWBROOK MID,4.0,STAAR - 6th Math
2331,22,220905054,MORNINGSIDE MID,13.0,STAAR - 6th Math
2333,22,220905056,RIVERSIDE MIDDL,11.0,STAAR - 6th Math
2337,22,220905061,LEONARD MIDDLE,6.0,STAAR - 6th Math
2338,22,220905062,INT'L NEWCOMER,0.0,STAAR - 6th Math
2369,22,220908201,MARY ORR INT,51.0,STAAR - 6th Math
2370,22,220908202,CROSS TIMBERS I,30.0,STAAR - 6th Math
2407,22,220917041,IRMA MARSH MIDD,12.0,STAAR - 6th Math
2525,22,227820071,KIPP TRUTH ACAD,13.0,STAAR - 6th Math
2526,22,227820072,KIPP DESTINY MI,17.0,STAAR - 6th Math
2527,22,227820073,KIPP PLEASANT G,23.0,STAAR - 6th Math
493,22,57803011,UPLIFT GRAND SE,48.0,STAAR - 7th Reading
494,22,57803012,UPLIFT LUNA SEC,48.0,STAAR - 7th Reading
497,22,57803043,UPLIFT EDUCATIO,52.0,STAAR - 7th Reading
498,22,57803044,UPLIFT HAMPTON,45.0,STAAR - 7th Reading
499,22,57803045,UPLIFT WILLIAMS,43.0,STAAR - 7th Reading
500,22,57803046,UPLIFT HEIGHTS,45.0,STAAR - 7th Reading
501,22,57803047,UPLIFT SUMMIT I,52.0,STAAR - 7th Reading
502,22,57803048,UPLIFT ATLAS PR,45.0,STAAR - 7th Reading
503,22,57803049,UPLIFT MIGHTY M,42.0,STAAR - 7th Reading
504,22,57803050,UPLIFT ELEVATE,59.0,STAAR - 7th Reading
505,22,57803051,UPLIFT ASCEND M,48.0,STAAR - 7th Reading
507,22,57807001,LIFE SCHOOL OAK,33.0,STAAR - 7th Reading
564,22,57905012,L G PINKSTON H,30.0,STAAR - 7th Reading
565,22,57905035,IRMA RANGEL YOU,98.0,STAAR - 7th Reading
567,22,57905043,T W BROWNE MIDD,32.0,STAAR - 7th Reading
568,22,57905045,E B COMSTOCK MI,29.0,STAAR - 7th Reading
569,22,57905046,YOUNG MEN'S LEA,38.0,STAAR - 7th Reading
571,22,57905048,W H GASTON MIDD,38.0,STAAR - 7th Reading
572,22,57905049,W E GREINER EXP,51.0,STAAR - 7th Reading
575,22,57905052,PIEDMONT GLOBAL,31.0,STAAR - 7th Reading
577,22,57905054,THOMAS C MARSH,41.0,STAAR - 7th Reading
578,22,57905055,THOMAS J RUSK M,36.0,STAAR - 7th Reading
579,22,57905056,EWELL D WALKER,41.0,STAAR - 7th Reading
580,22,57905058,ALEX W SPENCE T,43.0,STAAR - 7th Reading
581,22,57905059,L V STOCKARD MI,40.0,STAAR - 7th Reading
582,22,57905060,BOUDE STOREY MI,36.0,STAAR - 7th Reading
583,22,57905062,BILLY EARL DADE,28.0,STAAR - 7th Reading
584,22,57905068,RAUL QUINTANILL,46.0,STAAR - 7th Reading
585,22,57905069,SEAGOVILLE MIDD,35.0,STAAR - 7th Reading
588,22,57905073,HENRY W LONGFEL,98.0,STAAR - 7th Reading
589,22,57905076,HAROLD WENDELL,26.0,STAAR - 7th Reading
590,22,57905077,HECTOR P GARCIA,42.0,STAAR - 7th Reading
591,22,57905079,FRANCISCO PANCH,22.0,STAAR - 7th Reading
592,22,57905083,SAM TASBY MIDDL,29.0,STAAR - 7th Reading
596,22,57905173,JESUS MOROLES E,55.0,STAAR - 7th Reading
598,22,57905194,K B POLK CENTER,50.0,STAAR - 7th Reading
599,22,57905206,ALEX SANGER PRE,54.0,STAAR - 7th Reading
602,22,57905224,WALNUT HILL EL,62.0,STAAR - 7th Reading
605,22,57905306,SOLAR PREPARATO,88.0,STAAR - 7th Reading
606,22,57905352,YOUNG WOMEN'S S,47.0,STAAR - 7th Reading
607,22,57905353,ANN RICHARDS ST,38.0,STAAR - 7th Reading
609,22,57905359,ROSEMONT UPPER,86.0,STAAR - 7th Reading
610,22,57905360,D A HULCY STEAM,67.0,STAAR - 7th Reading
611,22,57905362,IGNITE MIDDLE,49.0,STAAR - 7th Reading
635,22,57910001,GRAND PRAIRIE F,77.0,STAAR - 7th Reading
640,22,57910050,RONALD W REAGAN,64.0,STAAR - 7th Reading
649,22,57912041,BOWIE MIDDLE,42.0,STAAR - 7th Reading
659,22,57914042,VANSTON MIDDLE,38.0,STAAR - 7th Reading
666,22,57914049,LANNY FRASIER M,52.0,STAAR - 7th Reading
669,22,57916044,RICHARDSON WEST,69.0,STAAR - 7th Reading
671,22,57916047,FOREST MEADOW J,50.0,STAAR - 7th Reading
1361,22,108807086,IDEA RISE COLLE,72.0,STAAR - 7th Reading
1362,22,108807087,IDEA ACHIEVE CO,65.0,STAAR - 7th Reading
1376,22,108807202,IDEA EDGECLIFF,65.0,STAAR - 7th Reading
1990,22,220901041,CARTER J H,33.0,STAAR - 7th Reading
1995,22,220901050,WORKMAN J H,38.0,STAAR - 7th Reading
2005,22,220902046,SMITHFIELD MIDD,78.0,STAAR - 7th Reading
2013,22,220905048,JAMES MIDDLE,32.0,STAAR - 7th Reading
2014,22,220905049,KIRKPATRICK MID,34.0,STAAR - 7th Reading
2016,22,220905051,MEACHAM MIDDLE,36.0,STAAR - 7th Reading
2017,22,220905052,MEADOWBROOK MID,31.0,STAAR - 7th Reading
2019,22,220905054,MORNINGSIDE MID,28.0,STAAR - 7th Reading
2021,22,220905056,RIVERSIDE MIDDL,30.0,STAAR - 7th Reading
2025,22,220905060,WEDGWOOD MIDDLE,33.0,STAAR - 7th Reading
2026,22,220905061,LEONARD MIDDLE,33.0,STAAR - 7th Reading
2027,22,220905062,INT'L NEWCOMER,0.0,STAAR - 7th Reading
2052,22,220908045,JAMES COBLE MID,62.0,STAAR - 7th Reading
2063,22,220916041,CENTRAL J H,77.0,STAAR - 7th Reading
2068,22,220917041,IRMA MARSH MIDD,47.0,STAAR - 7th Reading
2185,22,227820071,KIPP TRUTH ACAD,41.0,STAAR - 7th Reading
2186,22,227820072,KIPP DESTINY MI,40.0,STAAR - 7th Reading
2187,22,227820073,KIPP PLEASANT G,40.0,STAAR - 7th Reading
493,22,57803011,UPLIFT GRAND SE,8.0,STAAR - 7th Math
494,22,57803012,UPLIFT LUNA SEC,22.0,STAAR - 7th Math
497,22,57803043,UPLIFT EDUCATIO,4.0,STAAR - 7th Math
498,22,57803044,UPLIFT HAMPTON,18.0,STAAR - 7th Math
499,22,57803045,UPLIFT WILLIAMS,12.0,STAAR - 7th Math
500,22,57803046,UPLIFT HEIGHTS,26.0,STAAR - 7th Math
501,22,57803047,UPLIFT SUMMIT I,15.0,STAAR - 7th Math
502,22,57803048,UPLIFT ATLAS PR,12.0,STAAR - 7th Math
503,22,57803049,UPLIFT MIGHTY M,6.0,STAAR - 7th Math
504,22,57803050,UPLIFT ELEVATE,35.0,STAAR - 7th Math
505,22,57803051,UPLIFT ASCEND M,13.0,STAAR - 7th Math
507,22,57807001,LIFE SCHOOL OAK,14.0,STAAR - 7th Math
564,22,57905012,L G PINKSTON H,1.0,STAAR - 7th Math
565,22,57905035,IRMA RANGEL YOU,,STAAR - 7th Math
567,22,57905043,T W BROWNE MIDD,,STAAR - 7th Math
568,22,57905045,E B COMSTOCK MI,4.0,STAAR - 7th Math
569,22,57905046,YOUNG MEN'S LEA,11.0,STAAR - 7th Math
571,22,57905048,W H GASTON MIDD,2.0,STAAR - 7th Math
572,22,57905049,W E GREINER EXP,11.0,STAAR - 7th Math
575,22,57905052,PIEDMONT GLOBAL,9.0,STAAR - 7th Math
577,22,57905054,THOMAS C MARSH,,STAAR - 7th Math
578,22,57905055,THOMAS J RUSK M,5.0,STAAR - 7th Math
579,22,57905056,EWELL D WALKER,,STAAR - 7th Math
580,22,57905058,ALEX W SPENCE T,6.0,STAAR - 7th Math
581,22,57905059,L V STOCKARD MI,8.0,STAAR - 7th Math
582,22,57905060,BOUDE STOREY MI,,STAAR - 7th Math
583,22,57905062,BILLY EARL DADE,14.0,STAAR - 7th Math
584,22,57905068,RAUL QUINTANILL,0.0,STAAR - 7th Math
585,22,57905069,SEAGOVILLE MIDD,6.0,STAAR - 7th Math
588,22,57905073,HENRY W LONGFEL,,STAAR - 7th Math
589,22,57905076,HAROLD WENDELL,2.0,STAAR - 7th Math
590,22,57905077,HECTOR P GARCIA,7.0,STAAR - 7th Math
591,22,57905079,FRANCISCO PANCH,,STAAR - 7th Math
592,22,57905083,SAM TASBY MIDDL,,STAAR - 7th Math
596,22,57905173,JESUS MOROLES E,12.0,STAAR - 7th Math
598,22,57905194,K B POLK CENTER,21.0,STAAR - 7th Math
599,22,57905206,ALEX SANGER PRE,,STAAR - 7th Math
602,22,57905224,WALNUT HILL EL,,STAAR - 7th Math
605,22,57905306,SOLAR PREPARATO,,STAAR - 7th Math
606,22,57905352,YOUNG WOMEN'S S,8.0,STAAR - 7th Math
607,22,57905353,ANN RICHARDS ST,2.0,STAAR - 7th Math
609,22,57905359,ROSEMONT UPPER,39.0,STAAR - 7th Math
610,22,57905360,D A HULCY STEAM,34.0,STAAR - 7th Math
611,22,57905362,IGNITE MIDDLE,7.0,STAAR - 7th Math
635,22,57910001,GRAND PRAIRIE F,35.0,STAAR - 7th Math
640,22,57910050,RONALD W REAGAN,21.0,STAAR - 7th Math
649,22,57912041,BOWIE MIDDLE,22.0,STAAR - 7th Math
659,22,57914042,VANSTON MIDDLE,5.0,STAAR - 7th Math
666,22,57914049,LANNY FRASIER M,10.0,STAAR - 7th Math
669,22,57916044,RICHARDSON WEST,10.0,STAAR - 7th Math
671,22,57916047,FOREST MEADOW J,4.0,STAAR - 7th Math
1361,22,108807086,IDEA RISE COLLE,65.0,STAAR - 7th Math
1362,22,108807087,IDEA ACHIEVE CO,41.0,STAAR - 7th Math
1376,22,108807202,IDEA EDGECLIFF,49.0,STAAR - 7th Math
1990,22,220901041,CARTER J H,12.0,STAAR - 7th Math
1995,22,220901050,WORKMAN J H,17.0,STAAR - 7th Math
2005,22,220902046,SMITHFIELD MIDD,83.0,STAAR - 7th Math
2013,22,220905048,JAMES MIDDLE,3.0,STAAR - 7th Math
2014,22,220905049,KIRKPATRICK MID,8.0,STAAR - 7th Math
2016,22,220905051,MEACHAM MIDDLE,0.0,STAAR - 7th Math
2017,22,220905052,MEADOWBROOK MID,4.0,STAAR - 7th Math
2019,22,220905054,MORNINGSIDE MID,1.0,STAAR - 7th Math
2021,22,220905056,RIVERSIDE MIDDL,6.0,STAAR - 7th Math
2025,22,220905060,WEDGWOOD MIDDLE,4.0,STAAR - 7th Math
2026,22,220905061,LEONARD MIDDLE,4.0,STAAR - 7th Math
2027,22,220905062,INT'L NEWCOMER,0.0,STAAR - 7th Math
2052,22,220908045,JAMES COBLE MID,40.0,STAAR - 7th Math
2063,22,220916041,CENTRAL J H,55.0,STAAR - 7th Math
2068,22,220917041,IRMA MARSH MIDD,5.0,STAAR - 7th Math
2185,22,227820071,KIPP TRUTH ACAD,15.0,STAAR - 7th Math
2186,22,227820072,KIPP DESTINY MI,9.0,STAAR - 7th Math
2187,22,227820073,KIPP PLEASANT G,16.0,STAAR - 7th Math
499,22,57803011,UPLIFT GRAND SE,53.0,STAAR - 8th Reading
500,22,57803012,UPLIFT LUNA SEC,39.0,STAAR - 8th Reading
503,22,57803043,UPLIFT EDUCATIO,62.0,STAAR - 8th Reading
504,22,57803044,UPLIFT HAMPTON,43.0,STAAR - 8th Reading
505,22,57803045,UPLIFT WILLIAMS,51.0,STAAR - 8th Reading
506,22,57803046,UPLIFT HEIGHTS,40.0,STAAR - 8th Reading
507,22,57803047,UPLIFT SUMMIT I,46.0,STAAR - 8th Reading
508,22,57803048,UPLIFT ATLAS PR,62.0,STAAR - 8th Reading
509,22,57803049,UPLIFT MIGHTY M,39.0,STAAR - 8th Reading
510,22,57803050,UPLIFT ELEVATE,66.0,STAAR - 8th Reading
511,22,57803051,UPLIFT ASCEND M,53.0,STAAR - 8th Reading
513,22,57807001,LIFE SCHOOL OAK,39.0,STAAR - 8th Reading
568,22,57905012,L G PINKSTON H,35.0,STAAR - 8th Reading
569,22,57905035,IRMA RANGEL YOU,100.0,STAAR - 8th Reading
571,22,57905043,T W BROWNE MIDD,45.0,STAAR - 8th Reading
572,22,57905045,E B COMSTOCK MI,32.0,STAAR - 8th Reading
573,22,57905046,YOUNG MEN'S LEA,31.0,STAAR - 8th Reading
575,22,57905048,W H GASTON MIDD,48.0,STAAR - 8th Reading
576,22,57905049,W E GREINER EXP,60.0,STAAR - 8th Reading
579,22,57905052,PIEDMONT GLOBAL,37.0,STAAR - 8th Reading
581,22,57905054,THOMAS C MARSH,37.0,STAAR - 8th Reading
582,22,57905055,THOMAS J RUSK M,49.0,STAAR - 8th Reading
583,22,57905056,EWELL D WALKER,47.0,STAAR - 8th Reading
584,22,57905058,ALEX W SPENCE T,28.0,STAAR - 8th Reading
585,22,57905059,L V STOCKARD MI,47.0,STAAR - 8th Reading
586,22,57905060,BOUDE STOREY MI,34.0,STAAR - 8th Reading
587,22,57905062,BILLY EARL DADE,28.0,STAAR - 8th Reading
588,22,57905068,RAUL QUINTANILL,44.0,STAAR - 8th Reading
589,22,57905069,SEAGOVILLE MIDD,38.0,STAAR - 8th Reading
592,22,57905073,HENRY W LONGFEL,96.0,STAAR - 8th Reading
593,22,57905076,HAROLD WENDELL,33.0,STAAR - 8th Reading
594,22,57905077,HECTOR P GARCIA,43.0,STAAR - 8th Reading
595,22,57905079,FRANCISCO PANCH,35.0,STAAR - 8th Reading
596,22,57905083,SAM TASBY MIDDL,33.0,STAAR - 8th Reading
600,22,57905173,JESUS MOROLES E,65.0,STAAR - 8th Reading
602,22,57905194,K B POLK CENTER,,STAAR - 8th Reading
603,22,57905206,ALEX SANGER PRE,60.0,STAAR - 8th Reading
606,22,57905224,WALNUT HILL EL,,STAAR - 8th Reading
609,22,57905306,SOLAR PREPARATO,,STAAR - 8th Reading
610,22,57905352,YOUNG WOMEN'S S,42.0,STAAR - 8th Reading
611,22,57905353,ANN RICHARDS ST,43.0,STAAR - 8th Reading
613,22,57905359,ROSEMONT UPPER,82.0,STAAR - 8th Reading
614,22,57905360,D A HULCY STEAM,74.0,STAAR - 8th Reading
615,22,57905362,IGNITE MIDDLE,43.0,STAAR - 8th Reading
639,22,57910001,GRAND PRAIRIE F,80.0,STAAR - 8th Reading
644,22,57910050,RONALD W REAGAN,51.0,STAAR - 8th Reading
652,22,57912041,BOWIE MIDDLE,39.0,STAAR - 8th Reading
662,22,57914042,VANSTON MIDDLE,50.0,STAAR - 8th Reading
669,22,57914049,LANNY FRASIER M,47.0,STAAR - 8th Reading
672,22,57916044,RICHARDSON WEST,56.0,STAAR - 8th Reading
674,22,57916047,FOREST MEADOW J,45.0,STAAR - 8th Reading
1359,22,108807086,IDEA RISE COLLE,69.0,STAAR - 8th Reading
1360,22,108807087,IDEA ACHIEVE CO,59.0,STAAR - 8th Reading
1998,22,220901041,CARTER J H,31.0,STAAR - 8th Reading
2003,22,220901050,WORKMAN J H,41.0,STAAR - 8th Reading
2013,22,220902046,SMITHFIELD MIDD,78.0,STAAR - 8th Reading
2023,22,220905048,JAMES MIDDLE,36.0,STAAR - 8th Reading
2024,22,220905049,KIRKPATRICK MID,44.0,STAAR - 8th Reading
2026,22,220905051,MEACHAM MIDDLE,34.0,STAAR - 8th Reading
2027,22,220905052,MEADOWBROOK MID,39.0,STAAR - 8th Reading
2029,22,220905054,MORNINGSIDE MID,26.0,STAAR - 8th Reading
2031,22,220905056,RIVERSIDE MIDDL,34.0,STAAR - 8th Reading
2035,22,220905060,WEDGWOOD MIDDLE,25.0,STAAR - 8th Reading
2036,22,220905061,LEONARD MIDDLE,25.0,STAAR - 8th Reading
2037,22,220905062,INT'L NEWCOMER,0.0,STAAR - 8th Reading
2067,22,220908045,JAMES COBLE MID,57.0,STAAR - 8th Reading
2079,22,220916041,CENTRAL J H,74.0,STAAR - 8th Reading
2084,22,220917041,IRMA MARSH MIDD,43.0,STAAR - 8th Reading
2200,22,227820071,KIPP TRUTH ACAD,40.0,STAAR - 8th Reading
2201,22,227820072,KIPP DESTINY MI,53.0,STAAR - 8th Reading
2202,22,227820073,KIPP PLEASANT G,49.0,STAAR - 8th Reading
499,22,57803011,UPLIFT GRAND SE,19.0,STAAR - 8th Math
500,22,57803012,UPLIFT LUNA SEC,16.0,STAAR - 8th Math
503,22,57803043,UPLIFT EDUCATIO,32.0,STAAR - 8th Math
504,22,57803044,UPLIFT HAMPTON,11.0,STAAR - 8th Math
505,22,57803045,UPLIFT WILLIAMS,37.0,STAAR - 8th Math
506,22,57803046,UPLIFT HEIGHTS,8.0,STAAR - 8th Math
507,22,57803047,UPLIFT SUMMIT I,18.0,STAAR - 8th Math
508,22,57803048,UPLIFT ATLAS PR,25.0,STAAR - 8th Math
509,22,57803049,UPLIFT MIGHTY M,6.0,STAAR - 8th Math
510,22,57803050,UPLIFT ELEVATE,15.0,STAAR - 8th Math
511,22,57803051,UPLIFT ASCEND M,,STAAR - 8th Math
513,22,57807001,LIFE SCHOOL OAK,9.0,STAAR - 8th Math
568,22,57905012,L G PINKSTON H,22.0,STAAR - 8th Math
569,22,57905035,IRMA RANGEL YOU,90.0,STAAR - 8th Math
571,22,57905043,T W BROWNE MIDD,15.0,STAAR - 8th Math
572,22,57905045,E B COMSTOCK MI,17.0,STAAR - 8th Math
573,22,57905046,YOUNG MEN'S LEA,27.0,STAAR - 8th Math
575,22,57905048,W H GASTON MIDD,28.0,STAAR - 8th Math
576,22,57905049,W E GREINER EXP,49.0,STAAR - 8th Math
579,22,57905052,PIEDMONT GLOBAL,27.0,STAAR - 8th Math
581,22,57905054,THOMAS C MARSH,31.0,STAAR - 8th Math
582,22,57905055,THOMAS J RUSK M,37.0,STAAR - 8th Math
583,22,57905056,EWELL D WALKER,21.0,STAAR - 8th Math
584,22,57905058,ALEX W SPENCE T,45.0,STAAR - 8th Math
585,22,57905059,L V STOCKARD MI,38.0,STAAR - 8th Math
586,22,57905060,BOUDE STOREY MI,19.0,STAAR - 8th Math
587,22,57905062,BILLY EARL DADE,27.0,STAAR - 8th Math
588,22,57905068,RAUL QUINTANILL,29.0,STAAR - 8th Math
589,22,57905069,SEAGOVILLE MIDD,17.0,STAAR - 8th Math
592,22,57905073,HENRY W LONGFEL,85.0,STAAR - 8th Math
593,22,57905076,HAROLD WENDELL,21.0,STAAR - 8th Math
594,22,57905077,HECTOR P GARCIA,54.0,STAAR - 8th Math
595,22,57905079,FRANCISCO PANCH,26.0,STAAR - 8th Math
596,22,57905083,SAM TASBY MIDDL,36.0,STAAR - 8th Math
600,22,57905173,JESUS MOROLES E,48.0,STAAR - 8th Math
602,22,57905194,K B POLK CENTER,24.0,STAAR - 8th Math
603,22,57905206,ALEX SANGER PRE,21.0,STAAR - 8th Math
606,22,57905224,WALNUT HILL EL,24.0,STAAR - 8th Math
609,22,57905306,SOLAR PREPARATO,86.0,STAAR - 8th Math
610,22,57905352,YOUNG WOMEN'S S,59.0,STAAR - 8th Math
611,22,57905353,ANN RICHARDS ST,25.0,STAAR - 8th Math
613,22,57905359,ROSEMONT UPPER,91.0,STAAR - 8th Math
614,22,57905360,D A HULCY STEAM,62.0,STAAR - 8th Math
615,22,57905362,IGNITE MIDDLE,15.0,STAAR - 8th Math
639,22,57910001,GRAND PRAIRIE F,74.0,STAAR - 8th Math
644,22,57910050,RONALD W REAGAN,36.0,STAAR - 8th Math
652,22,57912041,BOWIE MIDDLE,22.0,STAAR - 8th Math
662,22,57914042,VANSTON MIDDLE,34.0,STAAR - 8th Math
669,22,57914049,LANNY FRASIER M,38.0,STAAR - 8th Math
672,22,57916044,RICHARDSON WEST,40.0,STAAR - 8th Math
674,22,57916047,FOREST MEADOW J,44.0,STAAR - 8th Math
1359,22,108807086,IDEA RISE COLLE,,STAAR - 8th Math
1360,22,108807087,IDEA ACHIEVE CO,,STAAR - 8th Math
1998,22,220901041,CARTER J H,19.0,STAAR - 8th Math
2003,22,220901050,WORKMAN J H,14.0,STAAR - 8th Math
2013,22,220902046,SMITHFIELD MIDD,82.0,STAAR - 8th Math
2023,22,220905048,JAMES MIDDLE,13.0,STAAR - 8th Math
2024,22,220905049,KIRKPATRICK MID,20.0,STAAR - 8th Math
2026,22,220905051,MEACHAM MIDDLE,10.0,STAAR - 8th Math
2027,22,220905052,MEADOWBROOK MID,15.0,STAAR - 8th Math
2029,22,220905054,MORNINGSIDE MID,11.0,STAAR - 8th Math
2031,22,220905056,RIVERSIDE MIDDL,12.0,STAAR - 8th Math
2035,22,220905060,WEDGWOOD MIDDLE,9.0,STAAR - 8th Math
2036,22,220905061,LEONARD MIDDLE,10.0,STAAR - 8th Math
2037,22,220905062,INT'L NEWCOMER,0.0,STAAR - 8th Math
2067,22,220908045,JAMES COBLE MID,31.0,STAAR - 8th Math
2079,22,220916041,CENTRAL J H,66.0,STAAR - 8th Math
2084,22,220917041,IRMA MARSH MIDD,25.0,STAAR - 8th Math
2200,22,227820071,KIPP TRUTH ACAD,,STAAR - 8th Math
2201,22,227820072,KIPP DESTINY MI,,STAAR - 8th Math
2202,22,227820073,KIPP PLEASANT G,,STAAR - 8th Math
499,22,57803011,UPLIFT GRAND SE,23.0,STAAR - 8th Science
500,22,57803012,UPLIFT LUNA SEC,29.0,STAAR - 8th Science
503,22,57803043,UPLIFT EDUCATIO,28.0,STAAR - 8th Science
504,22,57803044,UPLIFT HAMPTON,23.0,STAAR - 8th Science
505,22,57803045,UPLIFT WILLIAMS,55.0,STAAR - 8th Science
506,22,57803046,UPLIFT HEIGHTS,20.0,STAAR - 8th Science
507,22,57803047,UPLIFT SUMMIT I,34.0,STAAR - 8th Science
508,22,57803048,UPLIFT ATLAS PR,36.0,STAAR - 8th Science
509,22,57803049,UPLIFT MIGHTY M,10.0,STAAR - 8th Science
510,22,57803050,UPLIFT ELEVATE,41.0,STAAR - 8th Science
511,22,57803051,UPLIFT ASCEND M,37.0,STAAR - 8th Science
513,22,57807001,LIFE SCHOOL OAK,20.0,STAAR - 8th Science
568,22,57905012,L G PINKSTON H,25.0,STAAR - 8th Science
569,22,57905035,IRMA RANGEL YOU,74.0,STAAR - 8th Science
571,22,57905043,T W BROWNE MIDD,13.0,STAAR - 8th Science
572,22,57905045,E B COMSTOCK MI,12.0,STAAR - 8th Science
573,22,57905046,YOUNG MEN'S LEA,33.0,STAAR - 8th Science
575,22,57905048,W H GASTON MIDD,30.0,STAAR - 8th Science
576,22,57905049,W E GREINER EXP,28.0,STAAR - 8th Science
579,22,57905052,PIEDMONT GLOBAL,14.0,STAAR - 8th Science
581,22,57905054,THOMAS C MARSH,26.0,STAAR - 8th Science
582,22,57905055,THOMAS J RUSK M,37.0,STAAR - 8th Science
583,22,57905056,EWELL D WALKER,21.0,STAAR - 8th Science
584,22,57905058,ALEX W SPENCE T,32.0,STAAR - 8th Science
585,22,57905059,L V STOCKARD MI,26.0,STAAR - 8th Science
586,22,57905060,BOUDE STOREY MI,15.0,STAAR - 8th Science
587,22,57905062,BILLY EARL DADE,14.0,STAAR - 8th Science
588,22,57905068,RAUL QUINTANILL,28.0,STAAR - 8th Science
589,22,57905069,SEAGOVILLE MIDD,19.0,STAAR - 8th Science
592,22,57905073,HENRY W LONGFEL,86.0,STAAR - 8th Science
593,22,57905076,HAROLD WENDELL,17.0,STAAR - 8th Science
594,22,57905077,HECTOR P GARCIA,14.0,STAAR - 8th Science
595,22,57905079,FRANCISCO PANCH,17.0,STAAR - 8th Science
596,22,57905083,SAM TASBY MIDDL,27.0,STAAR - 8th Science
600,22,57905173,JESUS MOROLES E,37.0,STAAR - 8th Science
602,22,57905194,K B POLK CENTER,32.0,STAAR - 8th Science
603,22,57905206,ALEX SANGER PRE,16.0,STAAR - 8th Science
